,,Correlation Coefficient,Population,Sale Price,Density,Population Increase Rate,Sale Price Increase Rate
Washington County,PA,0.8726763859994534,207346.0,160688.0,241.94715821,0.02136861601513241,0.5643911367265081
Cabarrus County,NC,0.5784892459234983,211342.0,212420.0,585.04919016,0.5982787697287323,0.40317732932589095
York County,ME,0.7862564920586655,206229.0,288403.0,208.09092386,0.09758161516599785,0.9977625845957759
Clermont County,OH,0.41665033463652534,205466.0,184585.0,454.46069944,0.15456282310631603,0.2882726949141896
Delaware County,OH,0.7404992259080804,204826.0,330686.0,462.19412824,0.8327472507806978,0.4439301714275734
Trumbull County,OH,0.4853180601938636,198627.0,93372.0,321.38273771,-0.11686793056840009,0.0766197377979176
Montgomery County,TN,0.9339603466222424,205950.0,177823.0,381.97961849,0.5195224884901428,0.5023021619201298
Hall County,GA,0.3321086066173225,202148.0,219724.0,514.3923541,0.43374493769194217,0.4775433901108877
Anderson County,SC,0.8761139701171499,200482.0,164750.0,280.84541416,0.20551520107754473,0.4625074345977328
Muscogee County,GA,-0.8527546994248129,194160.0,107117.0,897.07283874,0.04119520801381396,-0.10760374230419968
Broome County,NY,-0.33210393736312804,191659.0,114628.0,271.54242134,-0.04338386132337747,0.5610088244906852
Saginaw County,MI,0.6688844712973766,190800.0,90048.0,238.36130494,-0.09099138156923092,0.02565037131532188
Livingston County,MI,-0.11371111070051683,191224.0,266155.0,338.30225717,0.20764154220215353,0.18795331295052334
El Dorado County,CA,0.5624880253449825,190678.0,467991.0,111.64849685,0.21325765770351612,1.1758926910916867
Hernando County,FL,0.26153942144911524,190865.0,163626.0,403.71096062,0.4526600197884162,0.6812848071350773
Deschutes County,OR,0.756565415489694,191996.0,393745.0,63.625419182,0.647101213046686,1.4663476294574906
Beaufort County,SC,0.28250791084831534,188715.0,316458.0,327.53057191,0.5429741795169493,0.4432080410810219
Sumner County,TN,0.8777758432656304,187149.0,264116.0,353.50909849,0.42636444701883286,0.7458636576966043
Kanawha County,WV,-0.764740867899269,180454.0,106882.0,200.14155367,-0.09656909128229775,0.28077554493055806
Bay County,FL,0.4088622320128373,185287.0,216377.0,244.27089664,0.24862358736598086,0.7294525748723154
Litchfield County,CT,0.6333010113285537,181111.0,238417.0,196.7501285,-0.00813814027612721,0.5004594199979862
Sarpy County,NE,0.8682859209670887,184459.0,219293.0,774.54221237,0.4959086522476056,0.5140361778514223
Charlotte County,FL,0.6216042307029007,184998.0,213233.0,271.61376244,0.3003669183079583,1.148205236699207
Shasta County,CA,0.7335714818180955,180040.0,260579.0,47.687714033,0.10038810622497937,2.2840021172556333
Ulster County,NY,0.7334117571682577,178599.0,218599.0,158.86254933,0.00443732073561667,0.7458729005103467
Medina County,OH,0.9170284984635364,179146.0,212109.0,425.12665803,0.1805259932389243,0.47782314252271335
Newport News City,VA,-0.19190326428365836,178626.0,178399.0,2584.3377614,-0.008932732639428306,0.6717331209295788
Shawnee County,KS,0.7561043078029825,177499.0,119891.0,326.27732528,0.043945961523757994,0.4081134092056892
Santa Rosa County,FL,0.5628736413380213,179349.0,209166.0,177.15590737,0.5152838796890842,0.6554753537847848
Licking County,OH,0.7151374097750977,175769.0,190911.0,257.56055373,0.20169141575737687,0.5410340234895266
Muskegon County,MI,0.7630440185219808,173588.0,128869.0,344.49706218,0.01873283410408695,0.3576018709704606
McLean County,IL,0.8111372532575596,172828.0,158509.0,146.06419548,0.1457399697700936,0.20286698640116563
Kenosha County,WI,0.19061348621100346,169290.0,195956.0,622.71326494,0.1281487405037985,0.3671094491265279
Aiken County,SC,0.7548556741946983,169401.0,150100.0,158.22863423,0.1867635314063135,0.39803474130303174
Carroll County,MD,0.8823543266228999,168429.0,337328.0,376.27201389,0.11208023558308133,0.8174902074881062
Greene County,OH,0.6652220366227615,167995.0,179006.0,406.15361862,0.13203415071327013,0.4265927094789525
Pueblo County,CO,0.6719651743451476,167529.0,174297.0,70.210993427,0.1814456981664316,0.5305321390937829
Maui County,HI,0.6823656428219042,167207.0,652238.0,143.95409023,0.2968518532881419,1.5602961323017377
Beaver County,PA,-0.9703279229376692,164742.0,138595.0,378.96627853,-0.09009466788913804,0.6209372770546062
Kenton County,KY,0.4782498924202706,166051.0,161347.0,1035.9991755,0.09490432420314128,0.3530373675030189
Davidson County,NC,0.6583683703162294,166614.0,139280.0,301.19683907,0.12795759344133556,0.28507238220016057
Kent County,RI,0.051538513480316635,163861.0,248460.0,972.13414137,-0.021818811337424485,0.9259718615557536
Middlesex County,CT,0.7668611922408621,162682.0,287511.0,440.50933532,0.045561175631294464,0.516488211403555
Chittenden County,VT,0.8644710478339215,164572.0,323046.0,306.70225032,0.11831259640801571,1.0069830580078405
Portage County,OH,-0.03684780858655876,162927.0,166116.0,334.27518068,0.0683457483082411,0.18197536661899374
Lee County,AL,0.4997172289318219,163941.0,193239.0,269.83922055,0.42026336307718964,0.43308785903397334
Hampshire County,MA,0.7239728755411707,161355.0,272561.0,306.04129703,0.05901000236276286,0.6841490617218347
Charles County,MD,0.3691514203548325,161503.0,309764.0,352.7798689,0.33221423916719595,0.6650666265312815
Saint Clair County,MI,0.656849894064434,159337.0,160738.0,220.89886187,-0.032097970489791704,0.13565261625853128
Rensselaer County,NY,0.9253722632807259,159442.0,187188.0,244.37223812,0.04426135023971078,0.7513191871561693
Martin County,FL,0.46624371597509007,160912.0,270468.0,295.91098345,0.2640277766867503,1.031638723634397
Catawba County,NC,0.6716584937713426,158652.0,156546.0,395.27337847,0.11413703747919578,0.3172726584259641
Sullivan County,TN,0.8970036617096608,157668.0,132572.0,381.39545886,0.030543481813131147,0.47536641552689274
Ouachita Parish,LA,0.8594749617023969,154475.0,139020.0,253.07304425,0.04891662309619681,0.5184647144277086
Schenectady County,NY,0.8828984018221271,155350.0,174748.0,759.36203295,0.05982357877214646,0.7578690058244223
Olmsted County,MN,0.7545621154225477,156277.0,237472.0,239.13505677,0.25091651324741854,0.6219767910442664
Fairfield County,OH,0.5906628447722845,155782.0,202159.0,308.84022905,0.26154593675345184,0.42429686619321383
Berrien County,MI,-0.6571391333630352,154141.0,169383.0,271.48159566,-0.05127068830745179,0.3927346878366045
Indian River County,FL,0.33752916630560176,157413.0,224719.0,313.08292702,0.3890648853277799,0.8733296097768367
Houston County,GA,0.6128601815910655,155469.0,141188.0,413.41872333,0.396921666936223,0.2471446616435089
Bibb County,GA,-0.46305828804890786,153095.0,86726.0,613.85708065,-0.004952650838115913,0.2882650029708853
Cumberland County,NJ,0.6701144602427751,150972.0,141646.0,312.33817219,0.03219542878239883,0.42955472124661903
Penobscot County,ME,0.826612417601076,151096.0,147990.0,44.476722321,0.04249432512056963,0.6304204124801692
Mesa County,CO,0.6945115553186972,153207.0,246701.0,46.02284001,0.30243728268908704,0.7403950617283951
Tolland County,CT,0.74397244397936,150921.0,236832.0,367.78399765,0.10271585454067206,0.4493558948624583
Columbia County,GA,0.7689316703237263,154291.0,199430.0,531.89864107,0.7117198074064213,0.44076000577951163
Washington County,MD,0.5084249584407123,150926.0,203168.0,329.70029333,0.14293719850663758,0.5647927786378305
Merrimack County,NH,0.7703342595089455,151132.0,255654.0,162.00641264,0.10657802249297095,0.853236679956506
Monroe County,MI,0.1160920612751387,150439.0,170199.0,273.85089223,0.0278415457352901,0.0982139400431029
Scott County,MN,0.46584081187693,147381.0,313550.0,413.70081948,0.6190198943217146,0.6314584525729746
Citrus County,FL,0.5219439194349583,147929.0,153893.0,254.21245189,0.2467783125015803,0.6607636190969525
Douglas County,GA,-0.4880637009257574,145331.0,172229.0,726.30580653,0.5665057020285856,0.09176370655391657
Coweta County,GA,0.444375061229968,145864.0,218549.0,330.80839942,0.618606922112365,0.4160505905907203
Randolph County,NC,0.6309374472519202,143351.0,136563.0,183.23863316,0.09432421084774228,0.29035092692329495
Sussex County,NJ,0.030671635781911673,140799.0,242205.0,271.43522383,-0.056686319174594664,0.46701998788612964
Coconino County,AZ,0.6732889117289698,142854.0,346312.0,7.6726192992,0.22334786294777045,1.0103912086891402
Canadian County,OK,0.9597754111022506,144447.0,168919.0,161.09772257,0.6371642298537912,0.6316419871144725
Rowan County,NC,0.6264696765970189,141262.0,142863.0,276.18362152,0.08155577673991271,0.39216909149377793
Napa County,CA,0.5085753129668711,139417.0,696032.0,186.30912441,0.11923092361417734,1.6159142500638914
Wilson County,TN,0.8962264660723157,140625.0,305038.0,246.23908994,0.5761600537995964,0.8493652314146791
Hampton City,VA,-0.5367376736727946,134313.0,165221.0,2612.7838402,-0.08038807564325523,0.6516319288249113
Clark County,OH,-0.19410153515045547,134585.0,111771.0,339.1232996,-0.0692922098129387,0.2469571038098957
Wright County,MN,0.2593101899240781,136349.0,260361.0,206.23949568,0.5018725354129492,0.5655162046780109
Calhoun County,MI,0.6788487703067034,134487.0,102276.0,190.422079,-0.02555537843986842,0.08391445346446512
Fayette County,PA,-0.6989036951598123,130441.0,100651.0,165.04443476,-0.11991444802785162,0.48672082717872966
Rapides Parish,LA,0.34671039461362835,130562.0,137056.0,98.88481149,0.00352797398983882,0.6131257135458964
Boone County,KY,0.6700685687005089,131533.0,202719.0,534.0697434,0.5099990815998531,0.3166221771915126
Wood County,OH,0.2477658586300918,130696.0,163828.0,211.75746003,0.07835873233277502,0.2578641462497025
Blount County,TN,0.9065320195226428,131349.0,191514.0,235.04836252,0.23688943715687474,0.6259487545209108
Strafford County,NH,0.5304881303265709,130090.0,263019.0,353.93454602,0.15488756513942278,0.9130184960251365
Chautauqua County,NY,-0.8693655479005706,127939.0,92876.0,120.6716516,-0.08348556159692821,0.4484490260601051
Washington County,TN,0.935016499469706,128607.0,161610.0,393.90755346,0.19668927783826035,0.5062913598657843
Sebastian County,AR,0.8680860841670601,127753.0,116405.0,240.1846226,0.10534011663119279,0.41948661666971526
Berkshire County,MA,-0.4978576500134266,126348.0,225401.0,136.316072,-0.062484696035438415,0.516738555538359
Clarke County,GA,0.48580826094106133,127330.0,170540.0,1068.0392115,0.24344488823351335,0.5062975851896342
Washington County,RI,0.6692603937531345,126179.0,386015.0,383.19840801,0.018040550898396842,1.0299591394569807
Skagit County,WA,0.824084111542806,128206.0,348862.0,74.098123127,0.23966350802552697,1.0933562153469505
Sumter County,FL,0.8493158847194916,128754.0,263159.0,231.1094292,1.395958167404816,1.0257803779685155
Hunterdon County,NJ,0.7709300555956139,124714.0,393383.0,291.50606412,0.017417339022181615,0.47444349908733474
Pickens County,SC,0.6502241177739974,124937.0,167604.0,251.4248424,0.12493021915686733,0.39050068444850045
Faulkner County,AR,0.9635576064623518,124806.0,158396.0,192.61993238,0.4428272505520167,0.5851805890535713
Wayne County,NC,0.30935104806243136,123248.0,127486.0,222.50266808,0.0844713501337463,0.24482243465185083
Gregg County,TX,0.9004903175657153,123707.0,144978.0,452.50851056,0.11192305963776909,1.0013804718452768
Blair County,PA,-0.7303041040956284,122492.0,116160.0,232.96251886,-0.05030973554244424,0.5676748046479615
Comanche County,OK,0.7285832977107515,120422.0,95471.0,112.61868723,0.04640169618185294,0.4231348289483491
Kennebec County,ME,0.9637028827534759,122083.0,164700.0,140.73467056,0.04186828473164529,0.7834325933946941
Richland County,OH,0.4893012133906626,121099.0,108144.0,244.54716952,-0.06017710103761651,0.1509088587118471
Saline County,AR,0.9145617555416166,121421.0,168966.0,167.81364049,0.4440440511869083,0.47860405691583385
Oswego County,NY,-0.7097803515803566,117898.0,109118.0,123.8887004,-0.03738661136376626,0.571015160458989
Carroll County,GA,0.48357318243787534,118121.0,153357.0,236.70227107,0.34332211254150935,0.5597107522069892
Windham County,CT,0.7350871525854815,117027.0,194928.0,228.15463809,0.07182305261711773,0.6023806196516206
Allegan County,MI,0.7690907126683237,117327.0,191471.0,142.17163587,0.10786183713551896,0.5160616018052971
Wayne County,OH,0.5230334897415724,115967.0,216172.0,209.00004711,0.038498047784504066,0.2920138183296078
Lowndes County,GA,-0.036788324159689585,116321.0,123377.0,233.97390852,0.261533956575494,0.11871061341070861
Bonneville County,ID,0.822553388895638,116854.0,207201.0,62.623318259,0.4084225243467361,0.9465911332826019
Lycoming County,PA,-0.9198296598244726,113664.0,164127.0,92.503627664,-0.05162243118538853,0.5928938148432117
Jefferson County,NY,0.7050551081563415,111755.0,140575.0,88.086533072,-0.00031308703819661864,1.5375006769075255
Fayette County,GA,0.508623036806389,113459.0,291685.0,583.7221418,0.23227221878292226,0.4443355071279667
Saint Marys County,MD,0.5893985518716492,112664.0,290505.0,314.10016659,0.3025041041411362,0.7702169925719196
Flagler County,FL,0.38693729853742476,112067.0,223411.0,230.99691298,1.2156823978330928,0.8298578121416637
Ontario County,NY,0.9507522934603894,109864.0,179596.0,170.58451674,0.09747667472479173,0.5296091574186844
Navajo County,AZ,0.8942337262788166,110445.0,201279.0,11.100123355,0.13057764947947056,1.201815894546847
Douglas County,OR,0.7612189816068353,110283.0,202722.0,21.900460602,0.09750709061053889,0.6640426841781244
Saint Lawrence County,NY,-0.05193054413486608,108047.0,74273.0,40.327044282,-0.034121790745905746,0.4428946090335114
Hardin County,KY,0.8503054515709987,110356.0,149222.0,177.02592963,0.18765806777946384,0.5119050031408945
Newton County,GA,0.49412242074290325,109541.0,155827.0,400.15094109,0.7451726994646953,0.7590477050549749
Androscoggin County,ME,0.9489993933372183,107679.0,172405.0,230.11336067,0.03685051804491007,0.7189275957646214
Albemarle County,VA,0.6712642762782804,108718.0,364076.0,150.89878547,0.30151319254896325,0.7783313551084604
Craighead County,AR,0.978696496389121,108558.0,137981.0,153.48489237,0.31555156994146805,0.5443271738278845
Warren County,NJ,0.8144861861002174,105779.0,230599.0,296.68571312,0.027958640259664536,0.37278469332476083
Bradley County,TN,0.8900448213057434,106727.0,167403.0,324.63320358,0.20997437816021586,0.665270676242962
Hanover County,VA,0.7911672831363998,107239.0,290123.0,229.19914675,0.2330290208342915,0.6180057888895705
Macon County,IL,-0.022481102270951563,104712.0,83841.0,180.35890904,-0.08547672905440222,0.08295121352639533
Monongalia County,WV,0.8301366053367075,106420.0,181250.0,295.53642474,0.2977732250432916,0.7158301304504232
Bartow County,GA,0.39417968741264064,106408.0,170618.0,231.56271163,0.3854125979741166,0.5014035674372355
Yamhill County,OR,0.8419323392115974,107002.0,332603.0,149.46526874,0.2559215005047067,1.1183959950830218
Whitfield County,GA,0.46471260948618465,104062.0,133339.0,358.29394249,0.23556790387309728,0.43009288058516915
Bay County,MI,0.35885599287763326,103923.0,99618.0,234.99210529,-0.05689160737621606,0.07685821766766117
Columbiana County,OH,-0.48214326441377325,102665.0,99070.0,193.00593466,-0.08374089675853205,0.2997900813434794
Allen County,OH,-0.29264231250028644,102663.0,108719.0,255.06097707,-0.05457274677913969,0.2903719704702447
Tompkins County,NY,0.9494773172714036,102793.0,221880.0,216.5699149,0.06402161311692614,1.2549238805666783
Cecil County,MD,0.7305064304902639,102826.0,240569.0,296.94585425,0.189454932444938,0.6237108531317495
Wicomico County,MD,0.4786647144401072,103195.0,162259.0,275.6135298,0.21550312724531503,0.5861870081626668
Adams County,PA,0.932965745039211,102811.0,209353.0,198.18574604,0.1241457734235761,0.7736368565522384
Craven County,NC,0.5944722712348602,102912.0,154027.0,145.64459199,0.11916827979206995,0.3561102306744145
Carver County,MN,0.5295874738751494,103551.0,327271.0,292.35267148,0.4616969919399235,0.5822040658464067
Daviess County,KY,0.5658594526680452,101104.0,125103.0,220.56267952,0.10306905091809682,0.28010109588760757
Putnam County,NY,0.7443095554165606,98892.0,365316.0,429.36781242,0.029599475267832045,0.6548256461826978
Garland County,AR,0.8106062324818136,99154.0,141727.0,146.30495102,0.12278198638901155,0.4658785321252741
Lenawee County,MI,0.42690274509959686,98266.0,149313.0,131.08540953,-0.008105461849821841,0.2859615881491689
Montgomery County,VA,0.31995431030398375,98985.0,224073.0,255.87856633,0.14159016469068597,0.6736478865875428
Ashtabula County,OH,-0.39340891459783445,97493.0,102795.0,138.8645251,-0.05074728591597293,0.27017175336710736
Madison County,TN,0.12346029878058867,97605.0,116839.0,175.19965546,0.06037067616895533,0.1474265175248215
Floyd County,GA,0.3282186686426089,97927.0,119480.0,192.08052922,0.07805189515285621,0.3169032713164624
Cleveland County,NC,0.4924289947313352,97645.0,139874.0,210.34817473,0.013366958290523782,0.23338065551509166
Sevier County,TN,0.6559096619382888,97892.0,216869.0,165.22192083,0.36385421310744537,0.5765526065179305
Steuben County,NY,-0.5761196671736998,95796.0,106496.0,68.890784983,-0.030051435745818315,0.3231124749965834
Portsmouth City,VA,-0.7056014884255668,94632.0,160505.0,2841.7488658,-0.05685838723501799,0.9827671402100062
Sherburne County,MN,0.3145852385289071,96036.0,245269.0,221.83852034,0.4693165649240373,0.6285797759672782
Geauga County,OH,0.5963466152475845,94031.0,232215.0,234.90055104,0.03127913225633095,0.2789775449843856
Cape May County,NJ,-0.5956396132279288,92560.0,372425.0,368.0201654,-0.09533397189045488,1.1751255694428222
Campbell County,KY,0.2591022146142254,93152.0,164732.0,615.51861518,0.05034559743818147,0.39933062639098893
Tuscarawas County,OH,-0.45986289740513003,92176.0,149337.0,162.4441956,0.01244466900255923,0.052899868860780914
Lancaster County,SC,0.5086185351533584,95380.0,224756.0,173.71244866,0.5491059102499554,0.36526044039483674
Grand Traverse County,MI,0.812463399645029,92573.0,244922.0,199.3650638,0.18677247320650223,0.9211527449857633
Franklin County,WA,0.7337089415228596,94347.0,238868.0,75.988491503,0.9035004539493594,1.113819987079989
Maury County,TN,0.8300318368177453,94340.0,223214.0,153.86411616,0.3544672725445435,0.7814365522745411
Calvert County,MD,0.7339234139277004,92003.0,349012.0,431.55199149,0.22477967997018025,0.8364316570989587
Walton County,GA,-0.1661333173237751,93503.0,204490.0,286.12603538,0.5225278035595069,0.2456901278037013
Rogers County,OK,0.3350249825944451,91984.0,167858.0,136.14761205,0.28859812560413545,0.17538564956480943
Benton County,OR,0.9307048404119829,92101.0,346995.0,136.40920283,0.17722020553198017,1.1251531112199902
Rockingham County,NC,0.23578402537474885,90690.0,99238.0,160.33393386,-0.015202519274622652,0.1874551285119418
Madison County,KY,0.8968007152796919,92368.0,165778.0,211.19956642,0.29532036629317476,0.5474759166604436
Wayne County,NY,-0.5581929473419732,90064.0,134605.0,149.1547215,-0.039737288225949186,0.2673835057952866
Grafton County,NH,0.8944411851712412,89786.0,213456.0,52.549501304,0.09671666585234769,1.2007588254701418
Rockdale County,GA,-0.40724272116834503,90594.0,171992.0,697.88349669,0.28095130365929527,0.15272276398244028
Dougherty County,GA,-0.5133240652288422,91243.0,87763.0,277.63494602,-0.04815405960838315,0.32248877369578977
Angelina County,TX,0.7583442992963149,87092.0,126750.0,109.16767458,0.0849881649433163,0.866935721439934
Josephine County,OR,0.7664294695348598,87393.0,275594.0,53.332323175,0.15216674796640783,1.0319545823195457
Muskingum County,OH,0.8396790972891449,86183.0,115122.0,129.68743828,0.01712458103195959,0.49104379023170874
Crawford County,PA,-0.7098219750703356,85063.0,104462.0,84.029278255,-0.05805815781897106,0.6754398627083033
Wood County,WV,-0.8915204862252412,84203.0,106724.0,229.74269321,-0.04137208693375229,0.44952259361375585
Chemung County,NY,-0.7734989384136534,84254.0,98671.0,206.83351946,-0.0750872724877599,0.5994132140309927
Bastrop County,TX,0.8784836658521497,86976.0,299059.0,97.926319546,0.49356046295978295,0.890242206659419
Midland County,MI,-0.054570909948148026,83209.0,146500.0,161.1757805,0.003570007115892562,0.2874932988830007
Lincoln County,NC,0.8145174918471161,83770.0,223892.0,283.15858031,0.3058049632123706,0.5994570652950422
Nassau County,FL,0.6698201765640882,85832.0,275358.0,132.31784045,0.4809600220853391,1.0894011594378852
Polk County,OR,0.857313260377937,85234.0,296786.0,115.03749608,0.3616525017573008,0.9571748878923767
Cullman County,AL,0.9065707787287042,83442.0,139036.0,113.56042387,0.07704619673950924,0.5369377535567027
Newport County,RI,-0.6176185568330093,82542.0,437046.0,805.77917538,-0.037231436769543005,1.1457587674723462
Payne County,OK,0.9167491233332719,82040.0,145546.0,119.81694161,0.20029261155815656,0.5781621035510979
Clinton County,NY,0.2562316533345045,80695.0,139951.0,77.759245933,0.010063711807337497,0.7451772598605864
Lynchburg City,VA,0.8265003247218761,82126.0,140434.0,1676.9245257,0.2570947497321292,0.5684815993745462
Bullitt County,KY,0.850896701194583,81069.0,172377.0,272.9310882,0.31626887481734045,0.410255990706122
Clearfield County,PA,-0.8630697141858512,79388.0,102975.0,69.353715612,-0.04884682202120649,0.8431179523894756
Manitowoc County,WI,-0.041744284348760645,79074.0,119200.0,134.18189911,-0.04656602681585801,0.18009286301220684
Kosciusko County,IN,0.6391683975965701,79344.0,169919.0,149.30122111,0.06916764361078546,0.3927444407104743
Barrow County,GA,0.22231520594907656,80809.0,178073.0,501.80587698,0.7370808254514187,0.5465780788605177
Wagoner County,OK,0.8579772949205224,80110.0,161453.0,142.65305989,0.3881235812929944,0.38749430660948925
White County,AR,0.8982044211670518,78727.0,119617.0,76.058647934,0.16836840699296549,0.5015942756716043
Clinton County,MI,0.6587356047603612,79332.0,192133.0,140.05895047,0.22011688711165794,0.5449991154569871
Bedford County,VA,0.7795916854072179,78747.0,218053.0,103.60319702,0.3022059796269348,1.0235998329543872
Vermilion County,IL,-0.41086554776046796,76806.0,70667.0,85.502455014,-0.08369024468808532,0.309715323597005
Putnam County,TN,0.9072883663853305,78843.0,163932.0,196.56383871,0.2617504440923712,0.5509763851044505
Cayuga County,NY,-0.6397354214317301,77145.0,124748.0,111.54850564,-0.057724957555178265,0.8310289153089682
Cattaraugus County,NY,0.09948484722148464,76840.0,76246.0,58.73035712,-0.08444243211362255,0.11632333347974408
Ross County,OH,0.44054591589011816,76931.0,127030.0,111.62569215,0.04658059776619914,0.40361538971514443
Anderson County,TN,0.851624828541365,76482.0,145187.0,226.81270837,0.07182196560954077,0.5125378949671316
Cheshire County,NH,0.8529477608747076,76493.0,200367.0,108.23836156,0.034346138763809445,0.882104847875708
Hancock County,OH,0.5955224387531144,75930.0,147089.0,142.91005448,0.06462332272402238,0.32738627031612383
Raleigh County,WV,-0.4681749971706985,74254.0,90869.0,122.66132751,-0.060290060492546,0.4704435490395974
Sullivan County,NY,0.798479563349578,75498.0,136293.0,77.982748426,0.01839911511587126,0.710826586330258
James City County,VA,0.7223403277335398,76397.0,319976.0,536.62630359,0.5740275259601121,0.5517674502063521
Erie County,OH,-0.287409160020937,74615.0,133859.0,296.75628745,-0.06335517561698174,0.24973391840164316
Lonoke County,AR,0.8628332098337872,73657.0,137812.0,95.546462579,0.38575433183451546,0.3140220065218635
Pottawatomie County,OK,0.8869938020690009,72679.0,99296.0,92.270662459,0.10711837555409996,0.4644131787747397
Kauai County,HI,0.8421203608283884,72133.0,563140.0,116.36530521,0.2316111186996312,1.9627408272567526
Allegany County,MD,-0.4237056241992301,70975.0,87792.0,168.11292002,-0.05118710229399497,0.7133489461358313
Creek County,OK,0.6420896472823638,71604.0,114535.0,75.359234694,0.06069000251825737,0.46631076288870965
Christian County,KY,-0.2429626147633883,71671.0,108439.0,99.888580531,-0.01456070397360099,0.4176885867433651
De Kalb County,AL,0.9185629977718068,71385.0,106826.0,91.86091024,0.10417633410672854,0.5343492811283628
Madison County,NY,0.7934668321625347,70795.0,138072.0,108.10631048,0.019366450683945283,0.20844419549082763
Franklin County,MA,-0.42621322911996834,70963.0,238417.0,101.48837715,-0.0071077779798799515,0.9234002387944109
Robertson County,TN,0.829142649269673,71012.0,217876.0,149.08644033,0.2959576603704718,0.7964709762532981
Columbia County,FL,0.7985957510197463,70503.0,145652.0,88.399428042,0.24627459298934082,1.2611152508693493
Troup County,GA,0.4547248096809855,70034.0,150911.0,169.16118558,0.18856813128998862,0.4625426422701194
Fauquier County,VA,0.666142339867553,70675.0,416003.0,109.0654353,0.2741121326843339,1.0827225393010915
Jefferson County,AR,-0.6402220971857362,68114.0,61094.0,78.293590368,-0.19076641598650365,0.3353879781420765
Walker County,GA,0.5357848319840344,69410.0,129866.0,155.49176487,0.13289155839916433,0.5024526817529733
Carteret County,NC,0.6523533917781086,69524.0,266058.0,136.96420581,0.1703194963471703,0.6755126202831377
Greene County,TN,0.870559350834733,69087.0,93429.0,111.04221117,0.09521091929424073,0.4706511986651765
Muskogee County,OK,0.24018349808196937,68362.0,85090.0,84.358048027,-0.01521219280301939,0.26012587930396147
Wilkes County,NC,0.6675496279265959,68557.0,139301.0,90.859321774,0.04128252251704916,0.5204544958414286
Shiawassee County,MI,0.5771183578594946,68192.0,115406.0,128.43167637,-0.04911174944920099,0.21075988543491717
Walton County,FL,0.42057246220529554,71375.0,391656.0,68.779121381,0.7513188565820145,0.7370879108694399
Jackson County,GA,0.6696493226022038,70422.0,211995.0,207.3270136,0.6829250806547975,0.6661819953785938
Aroostook County,ME,-0.5171210548120849,67111.0,104456.0,10.059723516,-0.09152317522200563,0.5569069337625946
Klamath County,OR,0.8769837573485113,67653.0,173263.0,11.384131932,0.05898098145104485,0.7764915770370446
Laurens County,SC,-0.01476494434182087,66994.0,116943.0,93.86103565,-0.035057901711125196,0.26918819188191884
Catoosa County,GA,0.5400481795798762,67420.0,152334.0,415.75588371,0.2590337821434574,0.45757424984690753
Marquette County,MI,0.5273464702891763,66516.0,165370.0,36.768679876,0.0295638176020803,0.8086072073057363
Rutherford County,NC,0.8368601306465878,66826.0,132623.0,118.1845989,0.05965368514524927,0.5151027029497109
Oldham County,KY,0.8394623988114602,66470.0,301468.0,355.00028987,0.4174218999893379,0.5166064655042308
Armstrong County,PA,-0.8141148877175027,65263.0,108568.0,99.916009826,-0.09693086843416174,0.7388964523104028
Columbia County,PA,0.6592828793764692,65456.0,161336.0,135.48971685,0.023773773773773772,0.8008661874358173
McCracken County,KY,0.44011362110084057,65346.0,125992.0,262.70362913,-0.001176956116350519,0.4217748487857723
Kershaw County,SC,0.43187383431810655,65592.0,132069.0,90.288488745,0.24107396264971334,0.30553276460295964
Pulaski County,KY,0.8248876564045275,64623.0,142209.0,98.150018578,0.14522931877791168,0.6414538990719794
Warren County,NY,0.6212304381810231,64265.0,202591.0,74.102465054,0.01567809334155169,1.0346385995922507
Hamblen County,TN,0.9275053021596378,64569.0,139916.0,400.57971817,0.10886141164348274,0.6522519543704683
Walker County,AL,0.6687254918039582,63711.0,114905.0,80.544660834,-0.09760346732387185,-0.027646142910334088
Pope County,AR,0.9259689837693442,64000.0,122467.0,78.767276003,0.17342916338167616,0.6754497571653327
Crawford County,AR,0.9109304854249585,63406.0,125911.0,107.25055074,0.1872893416223504,0.49899401169089375
Livingston County,NY,-0.19579783226297265,63227.0,136016.0,100.08037222,-0.02284212966540453,0.513980409617097
Montcalm County,MI,0.392287987836256,63968.0,136930.0,90.692482657,0.040400754667881074,0.2175559961943039
Sampson County,NC,0.689553779100203,63626.0,104820.0,67.279105206,0.05617343381693835,0.5233472365533578
Salem County,NJ,0.5385530171863573,62607.0,158650.0,188.66356087,-0.024463592875952445,0.568881461190827
Herkimer County,NY,-0.5494719148159987,61833.0,108349.0,43.806116879,-0.040620005895951966,0.9613873753190565
Garfield County,OK,0.5801757733460495,60913.0,90553.0,57.547015161,0.05530049721938289,0.4780061044281587
Washington County,NY,0.35152060797529805,61197.0,156221.0,73.627766855,0.00360791773947554,1.2774068458802263
Tipton County,TN,0.8822956275217428,61581.0,143763.0,134.33777271,0.1939624251119685,0.49432467829449306
Liberty County,GA,0.012836146851149402,61497.0,143529.0,119.07166242,-0.005080001941402016,0.7614594455285152
Belknap County,NH,0.9188542252305868,61022.0,255432.0,151.85490198,0.08055176810157066,1.143893104142886
Saint Joseph County,MI,-0.20682294562390682,61043.0,118099.0,121.94076552,-0.02299935979513444,0.37394713574386895
Barry County,MI,0.3830444896886558,61157.0,178098.0,110.57239668,0.02838453648119188,0.3791720228599749
